Defect ID,Title,Screen,Pre-condition,Steps,Test Data,Expected Results,Actual Results,Priority,Severity,Date,Owner,TC ID,Build,System,Assign To,Status
DEF_GATE_009,Lịch sử quét không giới hạn 50 dòng — bộ nhớ tăng dần,Màn hình Kiểm soát vé,Đăng nhập thành công. Cổng hoạt động liên tục.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Quét liên tiếp 55 vé.
6. Đếm số dòng trong lịch sử quét.",Quét 55 vé liên tục,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Chọn xong.
5. Quét 55 lần.
6. Lịch sử chỉ giữ tối đa 50 dòng gần nhất. 5 dòng cũ nhất đã bị đẩy ra.",Lịch sử chứa tất cả 55 dòng. Cuộn trang chậm. Bộ nhớ tăng dần. Không tự xóa dòng cũ.,Medium,Minor,2026-04-11,QA_NhiNT,GATE_028,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_GATE_010,Ô nhập mã mất con trỏ khi click ra ngoài,Màn hình Kiểm soát vé,Đăng nhập thành công. Form đang ở trạng thái sẵn sàng.,"1. Mở phần mềm.
2. Đăng nhập ""congvien01"" / ""123456"".
3. Nhấn menu ""Kiểm soát vé"".
4. Chọn Khu A và Cổng chung.
5. Click chuột ra ngoài ô nhập mã.
6. Gõ bàn phím.
7. Quan sát.",Click vùng khác,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Chọn xong.
5. Click vùng khác.
6. Gõ bàn phím.
7. Ký tự vẫn nhập vào ô mã vé (ô tự động giữ con trỏ).",Click vùng khác thì ô nhập mã mất con trỏ. Gõ bàn phím không nhập vào ô. Phải click lại vào ô mới quét được.,Medium,Minor,2026-04-10,QA_NhiNT,GATE_005,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_001,Tìm đoàn bằng SĐT — không tìm được,Màn hình Xuất vé đoàn,Đăng nhập thành công. Đoàn có SĐT liên hệ = 0901234567.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ SĐT ""0901234567"" vào ô tìm kiếm.
5. Nhấn nút Tìm.
6. Quan sát panel thông tin.",SĐT: 0901234567,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Gõ SĐT.
5. Tìm thấy booking gắn với SĐT này.
6. Panel hiện thông tin đoàn tương ứng.",Không tìm thấy. Hệ thống chỉ tìm theo mã booking. SĐT không được hỗ trợ tìm kiếm.,Medium,Major,2026-04-10,QA_NhiNT,BK_006,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_002,Booking ngày đến hôm qua — vẫn hiện hợp lệ,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking có ngày đến = ngày hôm qua.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking có ngày đến = ngày hôm qua.
5. Quan sát nhãn trạng thái và nút Xuất Vé.",Booking ngày đến = hôm qua,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Tìm thấy.
5. Nhãn báo: Booking đã HẾT HẠN. Nút Xuất Vé bị khóa.",Nhãn xanh báo Booking hợp lệ. Nút Xuất Vé vẫn nhấn được. Hệ thống so sánh ngày bị sai.,High,Major,2026-04-10,QA_NhiNT,BK_073,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_003,Nút Xuất Vé nhấn được khi chưa tìm booking,Màn hình Xuất vé đoàn,Đăng nhập thành công. Mới mở form. Chưa tìm booking nào.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Không tìm booking (chưa nhập gì).
5. Nhấn nút Xuất Vé.
6. Quan sát.",Mới mở form. Chưa tìm,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Đoàn khách hiển thị.
4. Chưa tìm.
5. Nút Xuất Vé bị khóa (xám) không bấm được.",Nút Xuất Vé nhấn được bình thường. Khi nhấn ứng dụng bị văng do không có dữ liệu đoàn.,Critical,Critical,2026-04-10,QA_NhiNT,BK_003,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_004,Xác nhận xong — form không tự reset,Màn hình Xuất vé đoàn,Đăng nhập thành công. Vừa xác nhận 1 đoàn thành công.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ. Nhấn Xuất Vé. Nhấn Có.
5. Quan sát form sau khi xác nhận.",Vừa xác nhận thành công,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Xác nhận thành công.
5. Ô tìm kiếm trống. Panel thông tin trống. Nút Xuất Vé khóa lại. Sẵn sàng nhận đoàn tiếp.",Panel vẫn hiện thông tin đoàn cũ. Nút Xuất Vé vẫn nhấn được. Nhấn lại thì ứng dụng bị văng.,Medium,Major,2026-04-11,QA_NhiNT,BK_031,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_005,Tìm booking có khoảng trắng đầu cuối — không tìm thấy,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking mã BK-20260401-001 tồn tại.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ "" BK-20260401-001 "" (có khoảng trắng đầu cuối) nhấn Tìm.
5. Quan sát.",Chuỗi có khoảng trắng đầu cuối,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Gõ mã có khoảng trắng.
5. Hệ thống tự xóa khoảng trắng rồi tìm. Tìm thấy booking.",Không tìm thấy. Hệ thống so sánh nguyên chuỗi chưa xóa khoảng trắng. Phải gõ chính xác không có dấu cách.,Low,Minor,2026-04-11,QA_NhiNT,BK_069,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_006,Popup kết quả bị trống dòng chiết khấu khi CK = 0%,Màn hình Xuất vé đoàn,Đăng nhập thành công. Đoàn có chiết khấu = 0%.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ (CK 0%).
5. Xuất Vé. Nhấn Có.
6. Đọc popup kết quả.",Đoàn CK = 0%,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Tìm thấy.
5. Xác nhận thành công.
6. Popup: Thành công. Đoàn: [tên]. Số người: [X]. Chiết khấu: 0.0%.",Popup kết quả hiện dòng Chiết khấu bị trống khi giá trị = 0. Nhân viên không biết là 0% hay lỗi hiển thị.,Low,Minor,2026-04-11,QA_NhiNT,BK_048,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_007,Trường Combo bị trống khi booking không có combo,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking không chọn gói combo.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking không có combo.
5. Quan sát trường Combo trên panel.",Booking không có combo,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Tìm thấy.
5. Trường Combo hiện ""(Chưa chọn gói)"".",Trường Combo bị trống hoàn toàn. Nhân viên không biết là chưa chọn hay bị lỗi hiển thị.,Low,Minor,2026-04-11,QA_NhiNT,BK_056,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_008,Booking trạng thái lạ — nút Xuất Vé vẫn nhấn được,Màn hình Xuất vé đoàn,Đăng nhập thành công. Cơ sở dữ liệu có booking trạng thái không xác định.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking có trạng thái lạ (VD: TEST_STATE).
5. Quan sát nhãn và nút Xuất Vé.",Trạng thái không trong 4 trạng thái dự kiến,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Tìm thấy.
5. Nhãn: Trạng thái không hợp lệ. Nút Xuất Vé bị khóa.",Nhãn trạng thái bị trống. Nút Xuất Vé vẫn nhấn được. Nhấn thì hệ thống xác nhận đoàn bị lỗi.,Medium,Major,2026-04-11,QA_NhiNT,BK_071,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_009,Con trỏ không tự quay về ô tìm kiếm sau xác nhận,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking hợp lệ.,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Tìm booking hợp lệ. Nhấn Xuất Vé. Nhấn Có.
5. Quan sát vị trí con trỏ.",BK-001 hợp lệ,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Xác nhận thành công.
5. Con trỏ tự vào ô tìm kiếm. Ô tìm kiếm trống. Sẵn sàng nhập đoàn kế.",Ô tìm vẫn hiện BK-001. Con trỏ ở nút Xuất Vé. Nhân viên phải xóa tay và click lại ô tìm.,Medium,Minor,2026-04-11,QA_NhiNT,BK_086,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_010,Tìm 2 đoàn liên tiếp — panel không cập nhật đoàn mới,Màn hình Xuất vé đoàn,Đăng nhập thành công. Có 2 booking: BK-001 (Đoàn A) và BK-002 (Đoàn B).,"1. Mở phần mềm.
2. Đăng nhập ""letan01"" / ""123456"".
3. Nhấn menu ""Đoàn khách"".
4. Gõ ""BK-001"" nhấn Tìm. Panel hiện đoàn A.
5. Gõ ""BK-002"" nhấn Tìm.
6. Quan sát panel.",BK-001 (Đoàn A) và BK-002 (Đoàn B),"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Panel hiện đoàn A.
5. Panel CẬP NHẬT thông tin đoàn B (không giữ đoàn A).
6. Tên SĐT số lượng chiết khấu — tất cả là của đoàn B.",Panel vẫn hiện thông tin đoàn A. Không cập nhật thành đoàn B. Nhân viên xác nhận nhầm đoàn.,Medium,Major,2026-04-11,QA_NhiNT,BK_019,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_001,Đổi trạm — giỏ vẫn giữ hàng trạm cũ,Màn hình Thuê đồ,Đăng nhập thành công. Giỏ thuê có Phao bơi x2 (Trạm A).,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chọn trạm A. Thêm Phao bơi x2 vào giỏ.
5. Đổi sang trạm B.
6. Quan sát giỏ.",Trạm A có Phao. Giỏ có hàng,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. SP trạm A.
5. Đổi trạm B.
6. Danh sách cập nhật: hiện SP trạm B. SP trạm A biến mất.",Giỏ vẫn giữ Phao bơi (trạm A) nhưng danh sách SP hiện trạm B. Khi thanh toán lưu sai thông tin trạm.,Medium,Major,2026-04-10,QA_NhiNT,RT_037,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_002,Thanh toán tiền mặt nhưng ví RFID bị trừ,Màn hình Thuê đồ,Đăng nhập thành công. Quẹt RFID KH. Giỏ có hàng.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Thêm SP. Quẹt RFID khách (ví đủ).
5. Nhấn ""Thanh toán tiền mặt"" thay vì ""Thanh toán ví"".
6. Quan sát.",KH có RFID nhưng chọn trả tiền mặt,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. RFID gán.
5. Nhấn thanh toán tiền mặt.
6. Tạo đơn thuê bình thường. Ghi nhận thanh toán tiền mặt. Ví KHÔNG bị trừ.",Phương thức thanh toán ghi thành RFID (hệ thống tự gán khi khách có thẻ). Ví bị trừ dù khách không muốn.,High,Major,2026-04-10,QA_NhiNT,RT_053,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_003,Phím F12 không hoạt động,Màn hình Thuê đồ,Đăng nhập thành công. Tab Nhận Trả. Bảng hiện 3 phao đang thuê.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao + 1 tủ.
5. Nhấn phím F12.
6. Quan sát cột Khách trả và Báo mất.",3 phao + 1 tủ đang thuê,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Bảng: Phao 3 Tủ 1.
5. Nhấn F12.
6. Tất cả cột ""Khách trả"" tự động điền = SL đang thuê (Phao=3 Tủ=1). Báo mất = 0.",Nhấn F12 không có phản hồi. Cột Khách trả vẫn = 0. Tính năng phím tắt F12 chưa được kết nối.,Medium,Major,2026-04-11,QA_NhiNT,RT_023,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_004,Hoàn cọc sai — hoàn cả tiền thuê,Màn hình Thuê đồ,Đăng nhập thành công. KH thuê 2 phao bằng ví: Thuê 100K + Cọc 400K = 500K.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Khách thuê 2 phao (cọc 400K) ví 800K. Sau thuê ví = 300K (trừ 500K gồm thuê+cọc).
5. Tab Nhận Trả. Quẹt RFID. Trả đủ 2 phao.
6. Xác nhận.
7. Kiểm tra ví.",Thuê 100K và Cọc 400K. Ví trước trả = 300K,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Ví sau thuê = 300K.
5. Trả đủ.
6. Hoàn cọc 400K.
7. Ví = 700K (300K + 400K). Chính xác.",Hoàn 500K (cọc + thuê). Hệ thống hoàn cả tiền thuê. Lỗ doanh thu 100K.,Critical,Critical,2026-04-10,QA_NhiNT,RT_055,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_005,Popup đền bù bị văng khi nhập chữ,Màn hình Thuê đồ,Đăng nhập thành công. Báo mất 1 phao.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao.
5. Nhập Trả = 2 Mất = 1.
6. Nhấn Xác Nhận Trả.
7. Popup hỏi tiền đền bù. Nhập ""abc"" vào ô tiền phạt.",Nhập chữ abc vào ô tiền phạt,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Bảng: 3 phao.
5. Trả 2 mất 1.
6. Xác nhận.
7. Popup hiện. Ô nhập số tiền phạt chỉ cho nhập số.",Popup bị văng khi nhập chữ abc. Ô nhập không kiểm tra dữ liệu đầu vào.,Medium,Major,2026-04-11,QA_NhiNT,RT_019,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_006,Mã biên lai bị trùng khi 2 đơn cùng giây,Màn hình Thuê đồ,Đăng nhập thành công. 2 nhân viên trên 2 máy.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tạo đơn thuê 1: thanh toán. Ghi nhận mã biên lai 1.
5. Tạo đơn thuê 2: thanh toán. Ghi nhận mã biên lai 2.
6. So sánh 2 mã.",2 đơn cùng giây (14:30:22),"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Tạo 2 đơn thuê liên tiếp.
4. Mã 1 sinh.
5. Mã 2 sinh.
6. Hai mã biên lai KHÁC NHAU (không trùng).",Mã biên lai trùng nhau. Cơ sở dữ liệu báo lỗi lưu trùng lặp.,Low,Minor,2026-04-11,QA_NhiNT,RT_042,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_007,Tab Giám sát nhấp đúp — bảng trống không load đơn,Màn hình Thuê đồ,Đăng nhập thành công. Tab Giám sát có phiên KH A chưa trả.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Giám sát. Có phiên KH ""Nguyễn Văn A"" (3 phao chưa về).
5. Nhấp đúp vào dòng đó.
6. Quan sát tab Nhận Trả.",Phiên KH A — 3 phao chưa trả,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Dòng KH A.
5. Nhấp đúp.
6. Tab chuyển sang Nhận Trả. Bảng đã load sẵn: Phao bơi | Đang thuê: 3.",Tab chuyển nhưng bảng trống. Thông tin thẻ RFID không tự gán. Nhân viên phải quẹt lại RFID thủ công.,Medium,Minor,2026-04-11,QA_NhiNT,RT_066,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_008,Giá thuê không thay đổi theo ngày — luôn hiện giá ngày thường,Màn hình Thuê đồ,Đăng nhập thành công. Hôm nay là thứ 7 (cuối tuần). Giá cuối tuần Phao = 70K.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chọn trạm. Quan sát giá thuê Phao bơi.
5. So sánh với bảng giá cấu hình cho hôm nay.",Thứ 7. Giá cuối tuần = 70K,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Giá thuê.
5. Giá cuối tuần = 70K (cao hơn ngày thường 50K).",Giá hiện 50.000đ (giá ngày thường). Không lấy giá theo ngày. Hệ thống luôn hiện giá gốc mặc định.,High,Major,2026-04-10,QA_NhiNT,RT_078,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_009,Thanh toán ví chưa quẹt RFID — vẫn thanh toán được,Màn hình Thuê đồ,Đăng nhập thành công. Giỏ có hàng. Chưa quẹt RFID.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Cho thuê. Thêm SP.
5. KHÔNG quẹt RFID (khách vãng lai).
6. Nhấn ""Thanh toán ví"".
7. Quan sát.",Giỏ có hàng. Chưa quẹt RFID,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Giỏ có hàng.
5. Không quẹt RFID.
6. Nhấn thanh toán ví.
7. Hộp thoại: ""Thanh toán ví bắt buộc phải quẹt thẻ RFID trước!"". Không tạo đơn.",Hệ thống tạo đơn thành công dù chưa quẹt RFID. Không trừ được ví ai. Dữ liệu đơn thuê bị lỗi.,Critical,Critical,2026-04-10,QA_NhiNT,RT_050,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_010,Trả + Mất vượt quá Đang thuê — hệ thống vẫn xử lý,Màn hình Thuê đồ,Đăng nhập thành công. KH thuê 3 phao.,"1. Mở phần mềm.
2. Đăng nhập ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao.
5. Nhập Trả = 2 Mất = 2 (tổng 4 > 3).
6. Nhấn Xác Nhận Trả.
7. Quan sát.",Trả 2 + Mất 2 = 4 > Đang thuê 3,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình hiển thị.
4. Bảng: 3 phao.
5. Trả + Mất = 4 > 3.
6. Nhấn xác nhận.
7. Hộp thoại lỗi: ""Phao bơi: Số lượng trả/mất (4) vượt quá số đang thuê (3)"". Không xử lý.",Hệ thống vẫn xử lý bình thường. Hoàn cọc 2 phao và phạt 2 phao dù chỉ thuê có 3. Sai số lượng.,High,Major,2026-04-11,QA_NhiNT,RT_021,v3.1.0,WinForms C#,DEV_NhiNT,Open
